time,created,member_id,event_id,offset,,,,
8/25/2011 18:30,8/24/2011 13:24,21984131,27740321,-1.212326389,,,,
8/25/2011 18:30,8/24/2011 14:15,10574938,27740321,-1.176886574,,,,
8/25/2011 18:30,8/24/2011 16:12,23586021,27740321,-1.095671296,,,,
8/25/2011 18:30,8/25/2011 10:16,14020289,27740321,-0.342835648,,,,
8/25/2011 18:30,8/25/2011 16:34,21825391,27740321,-0.080462963,,,,
8/25/2011 18:30,8/25/2011 17:19,23672871,27740321,-0.049097222,,,,
9/26/2011 18:30,9/10/2011 21:17,482161,33054232,-15.88383102,,,,
9/26/2011 18:30,9/10/2011 21:17,8990490,33054232,-15.88383102,,,,
9/26/2011 18:30,9/10/2011 21:17,10173172,33054232,-15.88383102,,,,
9/26/2011 18:30,9/10/2011 21:38,13253387,33054232,-15.86886574,,,,
9/26/2011 18:30,9/10/2011 21:51,21984131,33054232,-15.85991898,,,,
9/26/2011 18:30,9/10/2011 22:21,16159541,33054232,-15.83924769,,,,
9/26/2011 18:30,9/10/2011 23:09,22518911,33054232,-15.80601852,,,,
9/26/2011 18:30,9/10/2011 23:43,10303126,33054232,-15.7825463,,,,
9/26/2011 18:30,9/11/2011 0:07,13129584,33054232,-15.76553241,,,,
9/26/2011 18:30,9/11/2011 7:02,14525059,33054232,-15.47728009,,,,
9/26/2011 18:30,9/11/2011 8:31,7988419,33054232,-15.41591435,,,,
9/26/2011 18:30,9/11/2011 13:36,9972181,33054232,-15.20365741,,,,
9/26/2011 18:30,9/11/2011 13:49,13762525,33054232,-15.19511574,,,,
9/26/2011 18:30,9/11/2011 14:31,25037362,33054232,-15.1653588,,,,
9/26/2011 18:30,9/11/2011 15:42,21825391,33054232,-15.11645833,,,,
9/26/2011 18:30,9/11/2011 15:57,1448166,33054232,-15.10571759,,,,
9/26/2011 18:30,9/11/2011 19:37,15437451,33054232,-14.95305556,,,,
9/26/2011 18:30,9/11/2011 20:16,9849962,33054232,-14.92592593,,,,
9/26/2011 18:30,9/12/2011 10:38,20792591,33054232,-14.32765046,,,,
9/26/2011 18:30,9/12/2011 11:22,13641969,33054232,-14.29672454,,,,
9/26/2011 18:30,9/12/2011 11:34,14589429,33054232,-14.2884375,,,,
9/26/2011 18:30,9/12/2011 12:17,20989971,33054232,-14.25885417,,,,
9/26/2011 18:30,9/12/2011 13:42,2095301,33054232,-14.19989583,,,,
9/26/2011 18:30,9/12/2011 15:58,2191330,33054232,-14.10527778,,,,
9/26/2011 18:30,9/12/2011 21:51,11085947,33054232,-13.8597338,,,,
9/26/2011 18:30,9/13/2011 12:20,14332394,33054232,-13.25626157,,,,
9/26/2011 18:30,9/13/2011 13:38,12622473,33054232,-13.20263889,,,,
9/26/2011 18:30,9/14/2011 9:16,14523286,33054232,-12.38430556,,,,
9/26/2011 18:30,9/14/2011 13:53,14580922,33054232,-12.19207176,,,,
9/26/2011 18:30,9/14/2011 14:43,11205405,33054232,-12.15737269,,,,
9/26/2011 18:30,9/15/2011 12:23,23654151,33054232,-11.25423611,,,,
9/26/2011 18:30,9/15/2011 12:32,21698301,33054232,-11.24833333,,,,
9/26/2011 18:30,9/15/2011 14:12,21383321,33054232,-11.17857639,,,,
9/26/2011 18:30,9/15/2011 15:54,23084231,33054232,-11.10810185,,,,
9/26/2011 18:30,9/19/2011 13:41,13761738,33054232,-7.200497685,,,,
9/26/2011 18:30,9/19/2011 13:47,23649571,33054232,-7.196180556,,,,
9/26/2011 18:30,9/19/2011 14:19,11394943,33054232,-7.17375,,,,
9/26/2011 18:30,9/19/2011 15:01,9942020,33054232,-7.144814815,,,,
9/26/2011 18:30,9/19/2011 19:08,2891142,33054232,-6.973136574,,,,
9/26/2011 18:30,9/20/2011 0:07,521544,33054232,-6.765636574,,,,
9/26/2011 18:30,9/20/2011 8:27,10507595,33054232,-6.418229167,,,,
9/26/2011 18:30,9/20/2011 11:29,12004411,33054232,-6.292152778,,,,
9/26/2011 18:30,9/20/2011 13:18,19613431,33054232,-6.216354167,,,,
9/26/2011 18:30,9/21/2011 3:31,8411750,33054232,-5.62380787,,,,
9/26/2011 18:30,9/21/2011 8:29,12251810,33054232,-5.417314815,,,,
9/26/2011 18:30,9/21/2011 8:47,17015941,33054232,-5.404247685,,,,
9/26/2011 18:30,9/21/2011 11:43,9502553,33054232,-5.282349537,,,,
9/26/2011 18:30,9/21/2011 12:23,25928502,33054232,-5.254641204,,,,
9/26/2011 18:30,9/21/2011 14:03,12302420,33054232,-5.184953704,,,,
9/26/2011 18:30,9/21/2011 14:39,13266674,33054232,-5.160023148,,,,
9/26/2011 18:30,9/21/2011 16:53,15887331,33054232,-5.067152778,,,,
9/26/2011 18:30,9/25/2011 15:01,13750864,33054232,-1.144641204,,,,
9/26/2011 18:30,9/25/2011 15:53,13585601,33054232,-1.108460648,,,,
9/26/2011 18:30,9/25/2011 17:03,14928421,33054232,-1.060115741,,,,
9/26/2011 18:30,9/25/2011 21:34,13142145,33054232,-0.871608796,,,,
9/26/2011 18:30,9/25/2011 23:18,26300492,33054232,-0.799930556,,,,
9/26/2011 18:30,9/26/2011 12:00,20742231,33054232,-0.270706019,,,,
9/26/2011 18:30,9/26/2011 14:39,14468547,33054232,-0.16025463,,,,
9/26/2011 18:30,9/26/2011 16:51,10346331,33054232,-0.068460648,,,,
9/26/2011 18:30,9/26/2011 16:58,10391503,33054232,-0.063229167,,,,
9/26/2011 18:30,9/26/2011 18:02,9359531,33054232,-0.019421296,,,,
10/25/2011 18:30,10/12/2011 9:38,482161,37103942,-13.3691088,,,,
10/25/2011 18:30,10/12/2011 9:42,521544,37103942,-13.36600694,,,,
10/25/2011 18:30,10/12/2011 9:42,13129584,37103942,-13.3659838,,,,
10/25/2011 18:30,10/12/2011 9:44,7003273,37103942,-13.36488426,,,,
10/25/2011 18:30,10/12/2011 9:44,22518911,37103942,-13.3646875,,,,
10/25/2011 18:30,10/12/2011 9:46,10173172,37103942,-13.3633912,,,,
10/25/2011 18:30,10/12/2011 9:47,13585601,37103942,-13.36258102,,,,
10/25/2011 18:30,10/12/2011 9:49,6078591,37103942,-13.36163194,,,,
10/25/2011 18:30,10/12/2011 9:50,14363159,37103942,-13.36070602,,,,
10/25/2011 18:30,10/12/2011 9:50,23325321,37103942,-13.36047454,,,,
10/25/2011 18:30,10/12/2011 9:51,12622473,37103942,-13.36040509,,,,
10/25/2011 18:30,10/12/2011 9:51,10303126,37103942,-13.36006944,,,,
10/25/2011 18:30,10/12/2011 9:55,14130215,37103942,-13.35706019,,,,
10/25/2011 18:30,10/12/2011 9:55,23084231,37103942,-13.35706019,,,,
10/25/2011 18:30,10/12/2011 9:57,23669081,37103942,-13.35594907,,,,
10/25/2011 18:30,10/12/2011 9:59,14083621,37103942,-13.35471065,,,,
10/25/2011 18:30,10/12/2011 10:23,12792457,37103942,-13.33780093,,,,
10/25/2011 18:30,10/12/2011 10:24,14523286,37103942,-13.33690972,,,,
10/25/2011 18:30,10/12/2011 10:25,21383321,37103942,-13.33653935,,,,
10/25/2011 18:30,10/12/2011 10:32,20792591,37103942,-13.3315625,,,,
10/25/2011 18:30,10/12/2011 10:37,14020289,37103942,-13.32793981,,,,
10/25/2011 18:30,10/12/2011 10:41,14756541,37103942,-13.32540509,,,,
10/25/2011 18:30,10/12/2011 10:45,14589429,37103942,-13.3228125,,,,
10/25/2011 18:30,10/12/2011 10:55,13999952,37103942,-13.31594907,,,,
10/25/2011 18:30,10/12/2011 10:56,13297020,37103942,-13.31465278,,,,
10/25/2011 18:30,10/12/2011 11:04,13608555,37103942,-13.30924769,,,,
10/25/2011 18:30,10/12/2011 11:26,12004411,37103942,-13.29391204,,,,
10/25/2011 18:30,10/12/2011 11:49,10346331,37103942,-13.27828704,,,,
10/25/2011 18:30,10/12/2011 11:52,14327450,37103942,-13.27592593,,,,
10/25/2011 18:30,10/12/2011 11:59,10391503,37103942,-13.27148148,,,,
10/25/2011 18:30,10/12/2011 12:21,14468547,37103942,-13.25578704,,,,
10/25/2011 18:30,10/12/2011 12:47,12319439,37103942,-13.23753472,,,,
10/25/2011 18:30,10/12/2011 12:55,9502553,37103942,-13.23234954,,,,
10/25/2011 18:30,10/12/2011 12:55,27419192,37103942,-13.23199074,,,,
10/25/2011 18:30,10/12/2011 13:51,27806802,37103942,-13.19332176,,,,
10/25/2011 18:30,10/12/2011 14:01,11085947,37103942,-13.18658565,,,,
10/25/2011 18:30,10/12/2011 15:24,25753142,37103942,-13.12915509,,,,
10/25/2011 18:30,10/12/2011 15:34,10507595,37103942,-13.12179398,,,,
10/25/2011 18:30,10/12/2011 18:47,14118282,37103942,-12.98762731,,,,
10/25/2011 18:30,10/12/2011 19:12,14071871,37103942,-12.97083333,,,,
10/25/2011 18:30,10/13/2011 6:28,13750864,37103942,-12.50136574,,,,
10/25/2011 18:30,10/13/2011 12:00,13253387,37103942,-12.27078704,,,,
10/25/2011 18:30,10/13/2011 14:53,23561551,37103942,-12.15034722,,,,
10/25/2011 18:30,10/14/2011 15:57,11394943,37103942,-11.10605324,,,,
10/25/2011 18:30,10/14/2011 17:04,28025352,37103942,-11.05950231,,,,
10/25/2011 18:30,10/14/2011 21:28,16159541,37103942,-10.87597222,,,,
10/25/2011 18:30,10/15/2011 15:12,9441191,37103942,-10.13689815,,,,
10/25/2011 18:30,10/16/2011 10:01,21710471,37103942,-9.353460648,,,,
10/25/2011 18:30,10/16/2011 22:23,26534042,37103942,-8.837916667,,,,
10/25/2011 18:30,10/17/2011 12:01,14276681,37103942,-8.269652778,,,,
10/25/2011 18:30,10/17/2011 14:39,22797201,37103942,-8.160381944,,,,
10/25/2011 18:30,10/17/2011 15:45,11205405,37103942,-8.113923611,,,,
10/25/2011 18:30,10/17/2011 16:17,23649571,37103942,-8.09193287,,,,
10/25/2011 18:30,10/18/2011 9:18,9972181,37103942,-7.382743056,,,,
10/25/2011 18:30,10/18/2011 9:49,28338142,37103942,-7.361481481,,,,
10/25/2011 18:30,10/18/2011 13:54,21825391,37103942,-7.191365741,,,,
10/25/2011 18:30,10/18/2011 13:57,22798921,37103942,-7.189444444,,,,
10/25/2011 18:30,10/18/2011 15:12,28366532,37103942,-7.137013889,,,,
10/25/2011 18:30,10/18/2011 15:14,21984131,37103942,-7.135717593,,,,
10/25/2011 18:30,10/18/2011 15:26,26769872,37103942,-7.127106481,,,,
10/25/2011 18:30,10/18/2011 16:28,7791947,37103942,-7.084375,,,,
10/25/2011 18:30,10/19/2011 9:01,25037362,37103942,-6.395034722,,,,
10/25/2011 18:30,10/19/2011 21:08,17015941,37103942,-5.890196759,,,,
10/25/2011 18:30,10/21/2011 16:31,14332394,37103942,-4.082523148,,,,
10/25/2011 18:30,10/21/2011 18:36,24830142,37103942,-3.995648148,,,,
10/25/2011 18:30,10/24/2011 1:41,9356953,37103942,-1.700289352,,,,
10/25/2011 18:30,10/24/2011 9:55,5820321,37103942,-1.357488426,,,,
10/25/2011 18:30,10/24/2011 10:16,10952639,37103942,-1.342696759,,,,
11/29/2011 18:30,11/4/2011 9:50,482161,39933182,-25.40268519,,,,
11/29/2011 18:30,11/4/2011 9:52,8990490,39933182,-25.4008912,,,,
11/29/2011 18:30,11/4/2011 14:14,14468547,39933182,-25.21934028,,,,
11/29/2011 18:30,11/6/2011 16:51,13129584,39933182,-23.06818287,,,,
11/29/2011 18:30,11/6/2011 16:53,18880781,39933182,-23.06717593,,,,
11/29/2011 18:30,11/6/2011 16:55,13451366,39933182,-23.06554398,,,,
11/29/2011 18:30,11/6/2011 16:56,23084231,39933182,-23.06469907,,,,
11/29/2011 18:30,11/6/2011 17:04,26534042,39933182,-23.05909722,,,,
11/29/2011 18:30,11/6/2011 17:32,14756541,39933182,-23.03989583,,,,
11/29/2011 18:30,11/6/2011 18:05,21042311,39933182,-23.01689815,,,,
11/29/2011 18:30,11/6/2011 18:06,14071871,39933182,-23.01606481,,,,
11/29/2011 18:30,11/6/2011 18:25,7988419,39933182,-23.00321759,,,,
11/29/2011 18:30,11/6/2011 19:33,2891142,39933182,-22.95586806,,,,
11/29/2011 18:30,11/6/2011 20:43,21383321,39933182,-22.90697917,,,,
11/29/2011 18:30,11/6/2011 21:33,9849962,39933182,-22.87239583,,,,
11/29/2011 18:30,11/6/2011 21:36,26300492,39933182,-22.87018519,,,,
11/29/2011 18:30,11/6/2011 22:09,521544,39933182,-22.84768519,,,,
11/29/2011 18:30,11/6/2011 22:12,20792591,39933182,-22.84563657,,,,
11/29/2011 18:30,11/6/2011 23:08,11786822,39933182,-22.80663194,,,,
11/29/2011 18:30,11/7/2011 8:17,14130215,39933182,-22.42563657,,,,
11/29/2011 18:30,11/7/2011 8:41,12004411,39933182,-22.4084838,,,,
11/29/2011 18:30,11/7/2011 8:43,10346331,39933182,-22.40731481,,,,
11/29/2011 18:30,11/7/2011 11:11,14928421,39933182,-22.30474537,,,,
11/29/2011 18:30,11/7/2011 11:34,20371091,39933182,-22.28821759,,,,
11/29/2011 18:30,11/7/2011 11:42,14523286,39933182,-22.28295139,,,,
11/29/2011 18:30,11/7/2011 12:58,30059272,39933182,-22.22991898,,,,
11/29/2011 18:30,11/7/2011 13:32,14589429,39933182,-22.20675926,,,,
11/29/2011 18:30,11/7/2011 16:16,25928502,39933182,-22.09303241,,,,
11/29/2011 18:30,11/7/2011 19:03,12679451,39933182,-21.97652778,,,,
11/29/2011 18:30,11/8/2011 0:16,11442960,39933182,-21.75961806,,,,
11/29/2011 18:30,11/8/2011 11:13,12859247,39933182,-21.30303241,,,,
11/29/2011 18:30,11/8/2011 14:00,30198642,39933182,-21.18747685,,,,
11/29/2011 18:30,11/8/2011 15:01,28025352,39933182,-21.1446875,,,,
11/29/2011 18:30,11/9/2011 9:46,21688281,39933182,-20.36335648,,,,
11/29/2011 18:30,11/9/2011 21:58,14276681,39933182,-19.85513889,,,,
11/29/2011 18:30,11/10/2011 14:52,7848977,39933182,-19.15130787,,,,
11/29/2011 18:30,11/10/2011 20:44,26769872,39933182,-18.90678241,,,,
11/29/2011 18:30,11/11/2011 15:45,25037362,39933182,-18.11452546,,,,
11/29/2011 18:30,11/14/2011 10:58,14394888,39933182,-15.31365741,,,,
11/29/2011 18:30,11/15/2011 7:10,3119443,39933182,-14.47208333,,,,
11/29/2011 18:30,11/15/2011 9:30,30717512,39933182,-14.37484954,,,,
11/29/2011 18:30,11/18/2011 15:35,20684201,39933182,-11.12123843,,,,
11/29/2011 18:30,11/20/2011 17:55,28714022,39933182,-9.023773148,,,,
11/29/2011 18:30,11/21/2011 1:15,7089842,39933182,-8.718645833,,,,
11/29/2011 18:30,11/22/2011 13:48,4136491,39933182,-7.195439815,,,,
11/29/2011 18:30,11/22/2011 13:59,14580922,39933182,-7.18775463,,,,
11/29/2011 18:30,11/22/2011 14:04,7003273,39933182,-7.184247685,,,,
11/29/2011 18:30,11/22/2011 14:13,14020289,39933182,-7.178171296,,,,
11/29/2011 18:30,11/22/2011 15:01,25753142,39933182,-7.144548611,,,,
11/29/2011 18:30,11/22/2011 16:12,13253387,39933182,-7.095185185,,,,
11/29/2011 18:30,11/22/2011 16:19,14118282,39933182,-7.090902778,,,,
11/29/2011 18:30,11/22/2011 16:38,14333157,39933182,-7.07755787,,,,
11/29/2011 18:30,11/23/2011 9:31,22518911,39933182,-6.374189815,,,,
11/29/2011 18:30,11/25/2011 15:27,31388762,39933182,-4.126412037,,,,
11/29/2011 18:30,11/25/2011 18:24,31499302,39933182,-4.004108796,,,,
11/29/2011 18:30,11/26/2011 7:43,21821071,39933182,-3.448842593,,,,
11/29/2011 18:30,11/26/2011 21:40,29658252,39933182,-2.8678125,,,,
11/29/2011 18:30,11/28/2011 11:13,31654022,39933182,-1.303043981,,,,
11/29/2011 18:30,11/28/2011 13:02,11399504,39933182,-1.227106481,,,,
12/21/2011 18:30,12/6/2011 19:27,12229281,43638302,-14.96,,,,
12/21/2011 18:30,12/6/2011 19:27,482161,43638302,-14.96,,,,
12/21/2011 18:30,12/6/2011 19:27,8990490,43638302,-14.96,,,,
12/21/2011 18:30,12/6/2011 19:27,10173172,43638302,-14.96,,,,
12/21/2011 18:30,12/7/2011 1:54,521544,43638302,-14.6912963,,,,
12/21/2011 18:30,12/7/2011 9:34,20792591,43638302,-14.3716088,,,,
12/21/2011 18:30,12/7/2011 9:37,14756541,43638302,-14.36998843,,,,
12/21/2011 18:30,12/7/2011 9:38,6078591,43638302,-14.3690625,,,,
12/21/2011 18:30,12/7/2011 9:43,13129584,43638302,-14.36575231,,,,
12/21/2011 18:30,12/7/2011 9:45,12622473,43638302,-14.36443287,,,,
12/21/2011 18:30,12/7/2011 9:47,26534042,43638302,-14.36255787,,,,
12/21/2011 18:30,12/7/2011 9:48,12483273,43638302,-14.36230324,,,,
12/21/2011 18:30,12/7/2011 9:50,14525059,43638302,-14.36060185,,,,
12/21/2011 18:30,12/7/2011 10:00,13641969,43638302,-14.35387731,,,,
12/21/2011 18:30,12/7/2011 10:01,2667260,43638302,-14.35336806,,,,
12/21/2011 18:30,12/7/2011 10:03,3559726,43638302,-14.35146991,,,,
12/21/2011 18:30,12/7/2011 10:12,10303126,43638302,-14.34548611,,,,
12/21/2011 18:30,12/7/2011 10:34,7988419,43638302,-14.33024306,,,,
12/21/2011 18:30,12/7/2011 10:36,25753142,43638302,-14.3284838,,,,
12/21/2011 18:30,12/7/2011 11:17,21688281,43638302,-14.30003472,,,,
12/21/2011 18:30,12/7/2011 11:20,21825391,43638302,-14.2983912,,,,
12/21/2011 18:30,12/7/2011 14:06,26769872,43638302,-14.18325231,,,,
12/21/2011 18:30,12/7/2011 16:09,10346331,43638302,-14.09784722,,,,
12/21/2011 18:30,12/7/2011 17:54,14468547,43638302,-14.02498843,,,,
12/21/2011 18:30,12/7/2011 18:38,23586021,43638302,-13.99393519,,,,
12/21/2011 18:30,12/8/2011 9:16,14276681,43638302,-13.3846412,,,,
12/21/2011 18:30,12/8/2011 12:18,22797201,43638302,-13.25828704,,,,
12/21/2011 18:30,12/8/2011 16:05,12859247,43638302,-13.10009259,,,,
12/21/2011 18:30,12/8/2011 19:03,21710471,43638302,-12.97667824,,,,
12/21/2011 18:30,12/9/2011 15:04,9183649,43638302,-12.14295139,,,,
12/21/2011 18:30,12/9/2011 18:35,16159541,43638302,-11.99607639,,,,
12/21/2011 18:30,12/12/2011 11:01,27806802,43638302,-9.311736111,,,,
12/21/2011 18:30,12/12/2011 22:39,32713762,43638302,-8.826712963,,,,
12/21/2011 18:30,12/12/2011 22:52,6844070,43638302,-8.817708333,,,,
12/21/2011 18:30,12/13/2011 9:27,11693625,43638302,-8.377037037,,,,
12/21/2011 18:30,12/13/2011 13:33,29712982,43638302,-8.205625,,,,
12/21/2011 18:30,12/13/2011 14:24,11205405,43638302,-8.170740741,,,,
12/21/2011 18:30,12/14/2011 9:40,12457191,43638302,-7.367662037,,,,
12/21/2011 18:30,12/14/2011 13:53,13948593,43638302,-7.192303241,,,,
12/21/2011 18:30,12/14/2011 13:56,9065177,43638302,-7.189641204,,,,
12/21/2011 18:30,12/14/2011 14:06,14130215,43638302,-7.182928241,,,,
12/21/2011 18:30,12/14/2011 14:27,20192911,43638302,-7.168125,,,,
12/21/2011 18:30,12/14/2011 14:38,11394943,43638302,-7.160613426,,,,
12/21/2011 18:30,12/14/2011 16:05,13585601,43638302,-7.100023148,,,,
12/21/2011 18:30,12/14/2011 21:18,21698301,43638302,-6.883043981,,,,
12/21/2011 18:30,12/14/2011 22:36,4748088,43638302,-6.828645833,,,,
12/21/2011 18:30,12/15/2011 7:08,14327450,43638302,-6.473043981,,,,
12/21/2011 18:30,12/15/2011 9:37,14523286,43638302,-6.369537037,,,,
12/21/2011 18:30,12/15/2011 17:38,7089842,43638302,-6.035636574,,,,
12/21/2011 18:30,12/16/2011 11:57,14823681,43638302,-5.272581019,,,,
12/21/2011 18:30,12/16/2011 17:48,14305536,43638302,-5.028657407,,,,
12/21/2011 18:30,12/16/2011 17:51,28029732,43638302,-5.026516204,,,,
12/21/2011 18:30,12/16/2011 21:38,22680241,43638302,-4.868796296,,,,
12/21/2011 18:30,12/17/2011 8:11,11442960,43638302,-4.429849537,,,,
12/21/2011 18:30,12/17/2011 13:22,32905902,43638302,-4.213483796,,,,
12/21/2011 18:30,12/18/2011 12:24,9359531,43638302,-3.253587963,,,,
12/21/2011 18:30,12/18/2011 17:00,33066152,43638302,-3.062268519,,,,
12/21/2011 18:30,12/18/2011 17:56,15672791,43638302,-3.023356481,,,,
12/21/2011 18:30,12/19/2011 10:49,28241592,43638302,-2.319780093,,,,
12/21/2011 18:30,12/19/2011 16:24,33130452,43638302,-2.087048611,,,,
12/21/2011 18:30,12/19/2011 19:13,26879512,43638302,-1.969988426,,,,
12/21/2011 18:30,12/19/2011 21:07,22934171,43638302,-1.890891204,,,,
12/21/2011 18:30,12/19/2011 22:06,3317725,43638302,-1.849849537,,,,
12/21/2011 18:30,12/20/2011 12:39,3119443,43638302,-1.243472222,,,,
12/21/2011 18:30,12/20/2011 13:30,7848977,43638302,-1.207951389,,,,
12/21/2011 18:30,12/20/2011 14:34,12354013,43638302,-1.163599537,,,,
12/21/2011 18:30,12/20/2011 15:25,13761738,43638302,-1.128159722,,,,
12/21/2011 18:30,12/20/2011 16:25,33193592,43638302,-1.086770833,,,,
12/21/2011 18:30,12/20/2011 23:41,25876422,43638302,-0.783506944,,,,
12/21/2011 18:30,12/21/2011 10:10,33232562,43638302,-0.346608796,,,,
12/21/2011 18:30,12/21/2011 10:37,3113952,43638302,-0.32787037,,,,
12/21/2011 18:30,12/21/2011 10:49,9962297,43638302,-0.319513889,,,,
1/25/2012 19:00,12/26/2011 11:01,482161,45226242,-30.33204861,,,,
1/25/2012 19:00,12/26/2011 11:01,8990490,45226242,-30.33204861,,,,
1/25/2012 19:00,12/26/2011 11:01,10173172,45226242,-30.33204861,,,,
1/25/2012 19:00,12/26/2011 11:03,6078591,45226242,-30.33101852,,,,
1/25/2012 19:00,12/26/2011 11:08,14305536,45226242,-30.32730324,,,,
1/25/2012 19:00,12/26/2011 11:09,10346331,45226242,-30.32708333,,,,
1/25/2012 19:00,12/26/2011 11:14,13129584,45226242,-30.32340278,,,,
1/25/2012 19:00,12/26/2011 11:25,12622473,45226242,-30.31568287,,,,
1/25/2012 19:00,12/26/2011 11:30,12004411,45226242,-30.3124537,,,,
1/25/2012 19:00,12/26/2011 11:40,14756541,45226242,-30.30528935,,,,
1/25/2012 19:00,12/26/2011 11:45,22518911,45226242,-30.30162037,,,,
1/25/2012 19:00,12/26/2011 11:51,3395673,45226242,-30.2975,,,,
1/25/2012 19:00,12/26/2011 11:53,10303126,45226242,-30.29630787,,,,
1/25/2012 19:00,12/26/2011 11:57,13134501,45226242,-30.29331019,,,,
1/25/2012 19:00,12/26/2011 11:59,521544,45226242,-30.29229167,,,,
1/25/2012 19:00,12/26/2011 12:13,23586021,45226242,-30.28210648,,,,
1/25/2012 19:00,12/26/2011 12:16,25876422,45226242,-30.28016204,,,,
1/25/2012 19:00,12/26/2011 12:16,14071871,45226242,-30.28010417,,,,
1/25/2012 19:00,12/26/2011 12:27,14589429,45226242,-30.27252315,,,,
1/25/2012 19:00,12/26/2011 12:41,2095301,45226242,-30.26275463,,,,
1/25/2012 19:00,12/26/2011 13:15,29712982,45226242,-30.23907407,,,,
1/25/2012 19:00,12/27/2011 0:12,21825391,45226242,-29.78297454,,,,
1/25/2012 19:00,12/27/2011 15:06,28338142,45226242,-29.16215278,,,,
1/25/2012 19:00,12/27/2011 18:06,12859247,45226242,-29.03684028,,,,
1/25/2012 19:00,12/28/2011 11:30,6021426,45226242,-28.3119213,,,,
1/25/2012 19:00,12/28/2011 19:35,32713762,45226242,-27.9756713,,,,
1/25/2012 19:00,12/31/2011 19:52,16159541,45226242,-24.96337963,,,,
1/25/2012 19:00,1/3/2012 9:46,14823681,45226242,-22.38415509,,,,
1/25/2012 19:00,1/3/2012 15:48,21383321,45226242,-22.13266204,,,,
1/25/2012 19:00,1/6/2012 17:33,11484950,45226242,-19.0603125,,,,
1/25/2012 19:00,1/8/2012 17:15,6844070,45226242,-17.07231481,,,,
1/25/2012 19:00,1/8/2012 17:28,7848977,45226242,-17.06368056,,,,
1/25/2012 19:00,1/8/2012 17:37,11442960,45226242,-17.0575463,,,,
1/25/2012 19:00,1/8/2012 17:48,9065177,45226242,-17.04998843,,,,
1/25/2012 19:00,1/8/2012 17:52,2891142,45226242,-17.04677083,,,,
1/25/2012 19:00,1/8/2012 18:05,13585601,45226242,-17.03791667,,,,
1/25/2012 19:00,1/8/2012 18:05,17798611,45226242,-17.03773148,,,,
